University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
Arizona State University,Admit,Software Engineering,Fall 2023,161,151,4,312,7.5,Gitam University,Computer Science,7.45,3,19 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,163,152,4,315,100,SRM University,Information Technology,8.39,0,17 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,162,154,3.5,316,109,SRM University,Computer Science,9.64,0,0 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,165,150,4,315,8,Kalinga Institute Of Industrial Technology,ECE,6.89,0,49 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,161,150,4,311,96,"Vivekanand Education Society's Institute Of Technology , Chembur",Computer Engineering,8.63,0,6 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,160,167,4,327,89,A.P.SHAH INSTITUTE,Civil Engineering,6.75,0,18 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,160,157,4,317,8,"BITS Pilani, Pilani Campus",ECE,6.81,0,18 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,167,146,4,313,8,BNM Institute Of Technology,Computer Science,7.3,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,143,3,308,7,Rajiv Gandhi Proudyogiki Vishwavidyala,Computer Science,8.67,0,0 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,163,147,3.5,310,7.5,Vellore Institute of Technology,Computer Science,7.88,1,26 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,160,152,4,316,104,NIT Warangal,Computer Science,8.44,1,27 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,166,150,2.5,316,90,SVNIT Surat,Computer Engineering,7.09,1,31 Mo
Arizona State University,Reject,Software Engineering,Spring 2023,164,152,5,316,8,NIT Calicut,EEE,6.54,0,75 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,N/A,N/A,N/A,N/A,100,VNIT Nagpur,Computer Science,8.55,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,148,157,4,305,101,"Fr. Conceicao Rodrigues College Of Engineering, Bandra",Computer Science,8.84,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,161,160,3.5,321,114,Netaji Shubas Institute of Technology,Instrumentation Engineering,8.3,0,25 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,162,156,4,318,8,Amrita University Coimbatore Campus,Computer Engineering,9.45,0,29 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,161,152,5,313,110,Vellore Institute of Technology  - Chennai,Computer Engineering,8.18,1,0 Mo
Arizona State University,Reject,Software Engineering,Spring 2023,151,156,4,307,8,"APJ abdul kalam technological University, Kerala",Computer Engineering,7.9,1,29 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,155,155,3.5,310,7,"BITS Pilani, Pilani Campus",ECE,6.43,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,142,3.5,307,99,"Walchand College of Engineering,Sangli",Information Technology,8.4,0,42 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,161,150,3.5,311,7.5,MLR Institute Of Technology,Computer Science,9.1,0,27 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,168,152,4,320,113,Vellore Institute of Technology,Computer Science,9.29,0,30 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,167,158,3.5,325,7,NIT Surathkal,ECE,7.36,0,54 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,168,152,4,320,8,"Vishwakarma Institute Of Technology , Bibwewadi",Information Technology,8.73,2,0 Mo
Arizona State University,Reject,Software Engineering,Spring 2023,161,159,5,320,115,Gitam University,Computer Science,8.4,1,32 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,168,152,3.5,320,96,"Vidyalankar Institute Of Technology , Wadala",Information Technology,8.3,0,26 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,153,148,3.5,301,7.5,Amrita University Coimbatore Campus,EEE,6.86,0,12 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,160,140,3,300,100,Vellore Institute of Technology,Computer Science,7.2,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,150,3,315,8,PES Institute Of Technology,Computer Science,7,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,163,156,3.5,319,106,Savitribai Phule Pune University,Computer Science,8.92,1,35 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,164,151,3.5,315,94,Savitribai Phule Pune University,Computer Science,8.55,0,26 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,169,148,3,317,93,Vellore Institute of Technology,ECE,7.78,4,63 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,158,148,4,306,107,Kumaraguru College of Technology,Computer Science,7.43,2,80 Mo
Arizona State University,Reject,Software Engineering,Fall 2023,160,153,4,313,113,Cummins College of Engineering,Computer Engineering,8.55,2,34 Mo
Arizona State University,Admit,Software Engineering,Spring 2023,166,155,3.5,321,111,Adichunchanagiri Institute Of Technology,Computer Science,7.31,0,27 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,162,4,327,100,Vellore Institute of Technology,Computer Science,8.07,0,0 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,157,3,322,93,Nirma University,Information Technology,8.37,0,17 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,165,155,4,320,112,Vellore Institute of Technology,ECE,8.9,2,17 Mo
Arizona State University,Admit,Software Engineering,Fall 2023,162,148,3.5,310,100,Vellore Institute of Technology,Computer Science,7.99,0,28 Mo
Arizona State University,Admit,Information Technology,Fall 2023,157,144,3,301,88,Swami Vivekanand Institute of Technology,Computer Science,8.97,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,163,155,2.5,318,7,Vellore Institute of Technology  - Amravati,Computer Science,8.1,0,0 Mo
Arizona State University,Admit,Information Technology,Spring 2023,167,148,3,315,80,Kakatiya Institute Of Technology And Science For Women,Computer Science,7.36,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,151,138,3,289,6.5,Nitte Meenakshi Institute Of Technology,Information Science,8.7,0,16 Mo
Arizona State University,Admit,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,7.5,KS School Of Engg & Mgmt,Computer Science,8,1,119 Mo
Arizona State University,Reject,Information Technology,Fall 2023,170,140,3,310,7,Gokaraju Rangaraju Institute of Engineering and Technology,ECE,7.79,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,165,158,2.5,323,7,Chaitanya Bharathi Institute of Technology,Computer Science,78.24,0,9 Mo
Arizona State University,Admit,Information Technology,Fall 2023,157,138,4,295,6.5,Charotar University of Technology Changa,Computational Science,9.08,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,165,150,4,315,8,Kalinga Institute Of Industrial Technology,ECE,6.89,0,49 Mo
Arizona State University,Reject,Information Technology,Spring 2023,170,150,3,320,7,Gitam University,ECE,9.1,0,43 Mo
Arizona State University,Reject,Information Technology,Spring 2023,N/A,N/A,N/A,N/A,6.5,Sri Venkateshwara College Of Engineering,ECE,8.4,0,0 Mo
Arizona State University,Admit,Information Technology,Spring 2023,167,158,3,325,6.5,"RMK Engineering College , Kavaraipettai",Computer Science,7.5,1,21 Mo
Arizona State University,Reject,Information Technology,Fall 2023,167,152,2,319,100,NIT Silchar,Electrical Engineering,7.61,1,7 Mo
Arizona State University,Reject,Information Technology,Fall 2023,169,160,3,329,94,Vishwakarma University,Computer Engineering,7.5,1,19 Mo
Arizona State University,Admit,Information Technology,Fall 2023,165,165,5,330,7.5,St Martin's engineering college,Information Technology,7.78,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,7,Ganpat university,Computer Science,8.3,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,162,154,4,316,7.5,"St. Joseph's College Of Engineering, Anna University",Computer Science,8.6,0,17 Mo
Arizona State University,Admit,Information Technology,Fall 2023,160,154,3,314,7,university college of engineering jntuk viziangaram,Computer Science,8.17,0,15 Mo
Arizona State University,Admit,Information Technology,Fall 2023,130,130,1,260,6.5,Gitam University,Computer Science,8.3,0,51 Mo
Arizona State University,Admit,Information Technology,Winter 2023,N/A,N/A,N/A,N/A,6.5,Gitam University,Computer Science,8.8,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,7,Vardhaman College of Engineering,Computer Science,8,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,156,145,3.5,301,95,University of Pune,ECE,8,1,25 Mo
Arizona State University,Reject,Information Technology,Fall 2023,159,160,3,319,6.5,CVR College of Engineering,Computer Science,7.6,0,2 Mo
Arizona State University,Admit,Information Technology,Spring 2023,151,144,3,295,7,andhra university college of engineering,Computer Science,7.95,0,0 Mo
Arizona State University,Admit,Information Technology,Spring 2023,169,155,3,324,N/A,Sree Venkateswara College Of Engineering,Computer Science,8.72,0,16 Mo
Arizona State University,Reject,Information Technology,Fall 2023,170,157,3,327,7,Vellore Institute of Technology,ECE,8.8,0,18 Mo
Arizona State University,Reject,Information Technology,Fall 2023,151,137,3.5,288,6.5,Deogiri Institite of engineering and management studies,Computer Science,72.76,0,40 Mo
Arizona State University,Admit,Information Technology,Fall 2023,155,140,3.5,295,7.5,SRM Easwari,Computer Science,9.4,1,11 Mo
Arizona State University,Admit,Information Technology,Fall 2023,157,142,3,299,7,SR Engineering College,Computer Science,8.47,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,156,157,3,313,7,sagi rama krishnam raju engineering college,ECE,7.38,2,0 Mo
Arizona State University,Admit,Information Technology,Spring 2023,163,156,3,319,7,CVSR College of Engineering,Information Technology,9.17,0,36 Mo
Arizona State University,Admit,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,6.5,"University College of Engineering KU,kothagudam",Computer Science,77.2,0,18 Mo
Arizona State University,Admit,Information Technology,Spring 2023,149,161,3,310,7,Gitam University,Computer Science,7.97,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,160,145,3.5,305,90,University of Mumbai,Information Technology,8,1,12 Mo
Arizona State University,Admit,Information Technology,Fall 2023,163,154,4,317,111,Yeshwantrao Chavan College of Engineering,Information Technology,7.78,1,25 Mo
Arizona State University,Admit,Information Technology,Fall 2023,153,155,4.5,308,8,SSN College of Engineering,Information Technology,8.2,0,11 Mo
Arizona State University,Admit,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,7,"Rajalakshmi Engineering College , Thandalam",Computer Science,8.7,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,164,154,3,318,7,Vardhaman College of Engineering,Information Technology,7.9,0,21 Mo
Arizona State University,Reject,Information Technology,Fall 2023,161,149,3,310,7,G. Narayanamma institute of technology and science,Information Technology,7.1,0,18 Mo
Arizona State University,Reject,Information Technology,Spring 2023,158,141,3,299,7.5,G Narayanamma Institute Of Technology And Science For Women,ECE,8.18,0,34 Mo
Arizona State University,Admit,Information Technology,Fall 2023,160,157,3,317,6.5,Gokaraju Rangaraju Institute of Engineering and Technology,Information Technology,8.5,0,0 Mo
Arizona State University,Reject,Information Technology,Spring 2023,165,160,6,325,7.5,"Army Institute of Technology, Pune",ECE,7.3,1,42 Mo
Arizona State University,Admit,Information Technology,Fall 2023,158,141,3.5,299,7.5,G H Patel College Of Engineering & Technology,Computer Engineering,9.54,0,0 Mo
Arizona State University,Admit,Information Technology,Spring 2023,N/A,N/A,N/A,N/A,7,Malla Reddy Engineering College for Women,Information Technology,7.56,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,156,152,3.5,308,99,"SRM University , Ghaziabad, U.P.",Computer Science,9,1,16 Mo
Arizona State University,Admit,Information Technology,Fall 2023,163,153,3.5,316,6.5,"kakatiya institute of technology and sciences, warangal",Computer Science,8.1,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,166,150,3,316,7.5,Vellore Institute of Technology,Computer Science,8,0,14 Mo
Arizona State University,Reject,Information Technology,Fall 2023,130,140,3,270,8,AISSMS COE,Mechanical Engineering,7.9,0,39 Mo
Arizona State University,Admit,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,91,PSG College of Technology,Information Technology,8.74,0,18 Mo
Arizona State University,Admit,Information Technology,Spring 2023,155,135,2.5,290,2,Andhra Loyola Institute Of Engineering And Technology,Computer Science,64,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,153,152,4.5,305,110,SRM University,Computer Science,8.36,0,78 Mo
Arizona State University,Admit,Information Technology,Spring 2023,169,148,2.5,317,N/A,Vidya Jyothi Institute Of Technology,Computer Science,8,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,149,148,3,297,7,Dayananda Sagar College of Engineering,Computer Science,8.9,0,28 Mo
Arizona State University,Reject,Information Technology,Fall 2023,152,146,3,298,97,"Saveetha Engineering College , Thandalam",Electronics Engineering,7.1,0,45 Mo
Arizona State University,Admit,Information Technology,Spring 2023,161,143,3.5,304,7,G Narayanamma Institute Of Technology And Science For Women,Computer Science,8.48,0,31 Mo
Arizona State University,Admit,Information Technology,Fall 2023,153,140,3,293,7,Atharva college of Engineering,Information Technology,8.12,1,2 Mo
Arizona State University,Admit,Information Technology,Fall 2023,151,167,3.5,318,7,MVSR Engineering College,Computer Science,7.4,1,19 Mo
Arizona State University,Reject,Information Technology,Fall 2023,158,154,5,312,113,"Institute Of Technology, Nirma University",Instrumentation Engineering,8,0,0 Mo
Arizona State University,Reject,Information Technology,Spring 2023,154,143,3.5,297,7.5,VASIREDDY VENKATADRI INSTITUTE OF TECHNOLOGY,Information Technology,7.6,0,85 Mo
Arizona State University,Admit,Information Technology,Fall 2023,155,142,3.5,297,100,"Bharati Vidyapeeth's College of Engineering, New Delhi",Information Technology,8.4,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,163,153,3,316,7,SRM University,Computer Science,8.83,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,154,147,3.5,301,106,Geethanjali College Of Engineering And Technology,Computer Science,3.12,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,159,143,3,302,94,"Universal College Of Engineering ,kaman road,vasai",Computer Engineering,9.2,2,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,160,156,3,316,107,Gujarat Technological University,Computer Engineering,8.75,1,17 Mo
Arizona State University,Admit,Information Technology,Fall 2023,160,152,3,312,91,CVR College of Engineering,Computer Science,7.9,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,159,139,4,298,7.5,adani institute of infrastructure engineering,Information Technology,8.56,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,96,Gujarat Technological University,Computer Engineering,9.28,0,27 Mo
Arizona State University,Reject,Information Technology,Spring 2023,170,152,3,322,101,KL University,ECE,8.44,0,28 Mo
Arizona State University,Admit,Information Technology,Fall 2023,169,152,3.5,321,6.5,Vasavi College of Engineering,Computer Science,8.5,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,153,147,4,300,8,Thakur College of Engineering and Technology,Information Technology,9.13,0,41 Mo
Arizona State University,Reject,Information Technology,Spring 2023,151,140,3,291,88,PES Institute Of Technology,ECE,7.01,0,34 Mo
Arizona State University,Reject,Information Technology,Fall 2023,130,130,0,260,6.5,Vellore Institute of Technology  - Amravati,Computer Science,8.1,0,0 Mo
Arizona State University,Reject,Information Technology,Winter 2023,161,156,2.5,317,6.5,SVS College Of Engineering,ECE,8.6,0,7 Mo
Arizona State University,Reject,Information Technology,Fall 2023,164,146,3.5,310,7,university college of engineering jntuk viziangaram,Information Technology,74,0,42 Mo
Arizona State University,Admit,Information Technology,Fall 2023,130,130,0,260,7,Sathyabama University,Computer Science,9.5,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,169,152,2,321,7,Koneru Lakshmaiah Education Foundation,Computer Science,8.53,0,0 Mo
Arizona State University,Admit,Information Technology,Fall 2023,156,145,3,301,7.5,"VIT University, Amaravati",Computer Science,8.4,0,0 Mo
Arizona State University,Reject,Information Technology,Fall 2023,N/A,N/A,N/A,N/A,7.5,"kakatiya institute of technology and sciences, warangal",Computer Science,79,0,8 Mo
